Structure,Broth,Broth,Broth,Broth,Mixed glass,Broth,Broth,Glass wool,Mixed glass,Broth,Mixed glass,Mixed glass,Glass wool,Broth,Mixed glass,Mixed glass,Glass wool,Broth,Glass wool,Glass wool,Mixed glass,Mixed glass,Mixed glass,Glass wool,Glass wool,Mixed glass,Glass wool,Broth,Mixed glass,Glass wool,Mixed glass,Broth,Glass wool,Glass wool,Broth,Glass wool,Broth,Mixed glass,Glass wool,Mixed glass,Glass wool,Broth,Mixed glass,Broth,Mixed glass,Glass wool,Broth,Glass wool,Mixed glass,Mixed glass,Glass wool,Glass wool,Broth,Broth,Broth,Mixed glass,Broth,Glass wool,Broth,Broth,Mixed glass,Glass wool,Glass wool,Broth,Broth,Mixed glass,Glass wool,Glass wool,Mixed glass,Mixed glass,Mixed glass
Substrate,Glucose,Cellobiose,Cellobiose,Glucose,Cellobiose,Cellobiose,Cellobiose,Glucose,Glucose,Glucose,Cellobiose,Cellobiose,Glucose,Glucose,Glucose,Cellobiose,Cellobiose,Cellobiose,Cellobiose,Glucose,Cellobiose,Glucose,Glucose,Cellobiose,Cellobiose,Glucose,Glucose,Glucose,Glucose,Glucose,Glucose,Glucose,Cellobiose,Cellobiose,Glucose,Cellobiose,Glucose,Cellobiose,Cellobiose,Glucose,Glucose,Cellobiose,Cellobiose,Glucose,Cellobiose,Glucose,Glucose,Glucose,Cellobiose,Cellobiose,Glucose,Glucose,Cellobiose,Cellobiose,Cellobiose,Glucose,Glucose,Cellobiose,Cellobiose,Cellobiose,Glucose,Glucose,Glucose,Cellobiose,Glucose,Cellobiose,Cellobiose,Cellobiose,Cellobiose,Cellobiose,Cellobiose
Day,2,1,1,5,2,1,2,2,2,2,5,1,2,1,5,5,5,5,2,5,2,2,5,1,1,1,2,5,2,1,2,1,5,2,2,5,2,5,1,1,5,1,5,5,1,1,5,1,1,2,5,2,2,2,5,1,1,2,5,5,5,1,5,2,1,2,2,5,1,5,1
Sample,BG9,BC7,BC5,BG1,MC11,BC8,BC10,GG9,MG9,BG12,MC3,MC8,GG11,BG6,MG1,MC2,GC3,BC1,GC9,GG1,MC12,MG12,MG2,GC5,GC7,MG8,GG12,BG3,MG10,GG8,MG11,BG8,GC1,GC12,BG10,GC2,BG11,MG4,GC8,MG7,GG2,BC6,MC1,BG2,MG6,GG6,BG4,GG5,MC5,MC9,GG3,GG10,BC9,BC11,BC2,MG5,BG7,GC10,BC3,BC4,MG3,GG7,GG4,BC12,BG5,MC10,GC11,GC4,MC6,MC4,MC7
OTU1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.27659574,0,0,0,0,0,0,0,25.64102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2175,0,0,0,0,0,0,0,0,0,0,0,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.21568627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2393,0,0,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.86792453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.60784314,0,0,0,17.54385965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU215,0,0,0,0,0,0,0,0,0,0,0,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.86792453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.23076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.60784314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76470588,0,0,0,0,21.73913043,0,0,0,0,0,0,44.44444444,0,0,0
OTU4,3744.186047,4781.25,3316.666667,11516.66667,2800,4800,4315.789474,42388.88889,11148.14815,4387.096774,26395.34884,11366.66667,21305.55556,4073.170732,107403.5088,8862.745098,3890.909091,1275,9860.465116,20339.62264,2242.424242,79772.72727,102725.4902,5114.285714,5255.813953,138571.4286,4526.315789,230.7692308,211567.5676,19783.78378,53228.57143,3833.333333,6320,3956.521739,3527.777778,3661.016949,3085.714286,92720,4256.410256,12428.57143,16477.27273,480,10152.54237,1085.106383,173371.4286,28303.0303,826.9230769,27105.26316,9333.333333,5750,26571.42857,24179.48718,1952.380952,3694.444444,507.6923077,26682.35294,4422.222222,5421.052632,1757.575758,361.1111111,101739.1304,14447.36842,21000,3052.631579,6457.142857,4000,4681.818182,5311.111111,4371.428571,12945.45455,2437.5
OTU1919,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU981,0,31.25,33.33333333,0,0,25,0,0,0,0,0,0,0,24.3902439,0,19.60784314,0,0,0,18.86792453,0,0,19.60784314,0,0,0,0,0,0,0,28.57142857,23.80952381,20,0,27.77777778,0,0,0,0,0,0,0,0,0,0,0,0,26.31578947,22.22222222,25,0,0,0,0,0,0,22.22222222,0,15.15151515,0,0,0,0,0,28.57142857,0,22.72727273,0,0,0,0
OTU1852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.60784314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.31578947,22.22222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22222222,0,0,0
OTU1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU100,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.23076923,0,0,0,0,0,23.80952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.72727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU771,0,31.25,0,0,0,25,0,0,0,0,23.25581395,33.33333333,27.77777778,0,0,0,0,0,0,0,0,0,0,28.57142857,0,0,0,0,0,0,0,0,0,21.73913043,0,16.94915254,0,0,0,0,0,0,16.94915254,0,28.57142857,0,19.23076923,0,0,0,17.85714286,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57142857,0,0,0,0,0,0
OTU355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.77777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2016,0,0,0,0,0,0,0,0,0,32.25806452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76470588,0,0,0,0,0,0,0,26.31578947,0,0,0,0,0,0,0
OTU408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU444,0,0,0,0,0,0,0,0,37.03703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1337,0,0,0,0,0,0,0,0,0,0,0,0,27.77777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,27.77777778,0,0,0,0,0,0,0,16.94915254,21.27659574,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,27.77777778,0,0,0,0,0,0,0,0,0,0,0
OTU217,46.51162791,0,16.66666667,0,0,25,26.31578947,0,0,64.51612903,23.25581395,33.33333333,27.77777778,24.3902439,35.0877193,19.60784314,36.36363636,25,0,37.73584906,0,0,39.21568627,0,23.25581395,28.57142857,0,0,27.02702703,27.02702703,0,95.23809524,20,0,27.77777778,0,28.57142857,40,76.92307692,0,22.72727273,0,33.89830508,63.82978723,0,0,0,0,66.66666667,25,17.85714286,51.28205128,23.80952381,27.77777778,0,11.76470588,22.22222222,52.63157895,0,55.55555556,21.73913043,26.31578947,0,26.31578947,0,25.64102564,0,44.44444444,0,0,62.5
OTU199,0,0,0,0,0,0,26.31578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.60784314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.72727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU124,0,0,0,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1994,0,0,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU18,744.1860465,593.75,466.6666667,100,250,375,631.5789474,583.3333333,444.4444444,838.7096774,674.4186047,1100,833.3333333,731.7073171,491.2280702,686.2745098,327.2727273,525,744.1860465,1094.339623,121.2121212,636.3636364,294.1176471,742.8571429,697.6744186,1628.571429,175.4385965,0,864.8648649,945.9459459,314.2857143,619.047619,720,478.2608696,805.5555556,288.1355932,685.7142857,800,512.8205128,47.61904762,431.8181818,0,610.1694915,531.9148936,714.2857143,909.0909091,307.6923077,1605.263158,911.1111111,725,910.7142857,1358.974359,571.4285714,888.8888889,323.0769231,517.6470588,777.7777778,710.5263158,409.0909091,388.8888889,239.1304348,289.4736842,607.1428571,684.2105263,628.5714286,230.7692308,750,533.3333333,228.5714286,345.4545455,93.75
OTU1847,0,0,0,0,0,0,0,0,0,32.25806452,0,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.80952381,0,0,0,0,0,0,0,0,0,40,0,0,0,30.3030303,0,0,0,0,0,0,0,0,0,0,22.22222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2,371418.6047,132468.75,83983.33333,26183.33333,35000,128400,173710.5263,208166.6667,154185.1852,358451.6129,185186.0465,160066.6667,287555.5556,297756.0976,157228.0702,176509.8039,144490.9091,229675,150930.2326,418150.9434,31757.57576,225090.9091,95274.5098,62342.85714,107232.5581,248571.4286,50385.96491,42000,232756.7568,303702.7027,105885.7143,299285.7143,198900,94152.17391,450166.6667,117355.9322,349314.2857,275020,99820.51282,23666.66667,236250,8200,169542.3729,303404.2553,247485.7143,277363.6364,272692.3077,157184.2105,130666.6667,158275,237142.8571,366128.2051,159166.6667,181944.4444,94415.38462,133811.7647,292044.4444,151447.3684,230030.303,152277.7778,101065.2174,172289.4737,295375,172763.1579,277114.2857,55333.33333,127840.9091,216933.3333,62971.42857,167981.8182,37562.5
OTU2116,604.6511628,312.5,50,100,0,175,421.0526316,694.4444444,814.8148148,967.7419355,348.8372093,333.3333333,611.1111111,731.7073171,403.5087719,411.7647059,309.0909091,525,209.3023256,905.6603774,60.60606061,431.8181818,294.1176471,0,279.0697674,428.5714286,70.1754386,153.8461538,405.4054054,837.8378378,171.4285714,476.1904762,460,239.1304348,1472.222222,169.4915254,628.5714286,420,153.8461538,95.23809524,886.3636364,0,288.1355932,617.0212766,600,757.5757576,596.1538462,368.4210526,288.8888889,500,464.2857143,1000,333.3333333,416.6666667,138.4615385,176.4705882,488.8888889,315.7894737,136.3636364,277.7777778,260.8695652,342.1052632,607.1428571,342.1052632,485.7142857,205.1282051,409.0909091,555.5555556,142.8571429,218.1818182,62.5
OTU32,69.76744186,93.75,0,0,25,25,26.31578947,55.55555556,74.07407407,32.25806452,93.02325581,100,55.55555556,24.3902439,122.8070175,666.6666667,436.3636364,400,116.2790698,660.3773585,0,181.8181818,39.21568627,28.57142857,93.02325581,142.8571429,140.3508772,0,54.05405405,189.1891892,28.57142857,47.61904762,780,260.8695652,138.8888889,288.1355932,114.2857143,120,102.5641026,0,159.0909091,0,169.4915254,21.27659574,28.57142857,151.5151515,76.92307692,815.7894737,111.1111111,325,178.5714286,153.8461538,119.047619,83.33333333,230.7692308,258.8235294,44.44444444,315.7894737,439.3939394,305.5555556,0,26.31578947,375,78.94736842,0,51.28205128,113.6363636,777.7777778,28.57142857,109.0909091,31.25
OTU887,0,31.25,33.33333333,0,0,25,0,55.55555556,0,0,69.76744186,33.33333333,55.55555556,0,0,78.43137255,36.36363636,25,93.02325581,94.33962264,0,68.18181818,0,28.57142857,46.51162791,28.57142857,0,0,0,0,0,71.42857143,40,0,0,50.84745763,57.14285714,0,0,0,0,0,0,21.27659574,57.14285714,60.60606061,0,131.5789474,22.22222222,50,35.71428571,0,0,0,0,35.29411765,22.22222222,52.63157895,45.45454545,27.77777778,0,78.94736842,53.57142857,0,57.14285714,0,0,44.44444444,57.14285714,0,0
OTU579,0,0,0,0,0,0,26.31578947,0,0,32.25806452,23.25581395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.08108108,0,23.80952381,20,0,0,0,0,0,0,0,22.72727273,0,0,21.27659574,28.57142857,0,0,0,0,0,0,25.64102564,0,0,0,0,22.22222222,0,0,27.77777778,0,0,0,0,0,0,0,0,0,0,0
OTU95,0,0,0,0,0,0,0,0,0,0,23.25581395,0,0,0,35.0877193,137.254902,36.36363636,0,0,18.86792453,0,0,19.60784314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,45.45454545,0,0,0,0,0,0,0,0,0,53.57142857,0,0,0,0,58.82352941,0,0,0,0,0,0,35.71428571,0,0,0,0,88.88888889,0,72.72727273,0
OTU2481,0,0,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.72727273,0,0,21.27659574,28.57142857,0,0,0,0,50,0,25.64102564,0,0,0,0,0,0,0,0,21.73913043,0,0,26.31578947,0,51.28205128,0,0,0,0,0
OTU2030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54385965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.31578947,0,0,0,25.64102564,0,0,0,0,0,0,15.15151515,27.77777778,0,0,0,26.31578947,0,0,0,0,0,0,0
OTU721,0,0,0,0,0,0,26.31578947,0,0,0,0,33.33333333,0,0,0,0,0,0,0,0,0,22.72727273,0,0,0,0,0,0,0,27.02702703,0,0,40,0,0,0,0,0,0,0,0,0,33.89830508,0,0,0,19.23076923,0,22.22222222,0,17.85714286,0,0,27.77777778,0,11.76470588,22.22222222,26.31578947,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU833,46.51162791,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54385965,19.60784314,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.73913043,0,0,0,0,0,0,0,40,0,21.27659574,0,0,0,0,0,0,0,0,0,27.77777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,18.86792453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.94915254,0,0,0,0,0,0,0,0,0,0,0,15.38461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.7647059,0,0,0,27.77777778,0,0,0,0,0,0,0,44.44444444,0,0,0
OTU19,116.2790698,156.25,16.66666667,116.6666667,275,125,289.4736842,666.6666667,777.7777778,0,2465.116279,266.6666667,555.5555556,48.7804878,1070.175439,3117.647059,2763.636364,425,1558.139535,2037.735849,30.3030303,727.2727273,588.2352941,228.5714286,209.3023256,85.71428571,105.2631579,153.8461538,243.2432432,486.4864865,28.57142857,47.61904762,3860,739.1304348,55.55555556,2152.542373,85.71428571,1760,230.7692308,0,909.0909091,40,3338.983051,191.4893617,114.2857143,363.6363636,211.5384615,4842.105263,111.1111111,875,1017.857143,1076.923077,71.42857143,222.2222222,215.3846154,2929.411765,44.44444444,973.6842105,621.2121212,166.6666667,804.3478261,105.2631579,1607.142857,131.5789474,28.57142857,615.3846154,931.8181818,2711.111111,114.2857143,2381.818182,0
OTU949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2631.578947,0,25,0,0,0,0,0,58.82352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU196,0,0,0,0,0,25,0,0,0,0,0,33.33333333,0,0,0,0,0,0,0,18.86792453,0,0,0,0,0,0,0,0,0,0,0,47.61904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.23076923,0,0,0,0,0,0,27.77777778,0,0,0,0,0,0,0,0,0,26.31578947,0,0,22.72727273,0,0,0,0
OTU391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.94915254,0,0,0,19.23076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54385965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57142857,0,0,0,22.72727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2342,0,0,0,0,0,0,0,0,0,0,0,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1,545116.2791,828968.75,484616.6667,64266.66667,183850,810050,952710.5263,313500,267407.4074,726806.4516,438930.2326,919366.6667,569027.7778,545414.6341,249385.9649,477450.9804,408781.8182,887100,643767.4419,434056.6038,154121.2121,432977.2727,205215.6863,455228.5714,775232.5581,777257.1429,77771.92982,64230.76923,447378.3784,538135.1351,175200,527047.619,620280,623260.8696,721750,448050.8475,593085.7143,389320,710692.3077,48857.14286,256227.2727,50600,394881.3559,498191.4894,680914.2857,551484.8485,428673.0769,259552.6316,752822.2222,856450,375446.4286,631051.2821,735380.9524,893805.5556,423753.8462,70105.88235,545177.7778,792184.2105,278969.697,754194.4444,212456.5217,372368.4211,274428.5714,787684.2105,590142.8571,238076.9231,626295.4545,603000,377828.5714,410181.8182,241093.75
OTU1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.25581395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU50,0,0,0,0,0,25,78.94736842,0,0,0,0,0,111.1111111,0,0,0,18.18181818,0,0,18.86792453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22222222,0,0,0,0,0,2707.692308,0,0,0,30.3030303,0,0,0,0,0,0,0,0,0,0,0,0
OTU1545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.72727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.64102564,0,0,0,0,0,0,0,0,0,0,0,0,25.64102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1196,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22222222,0,0,0
